sentimen,Tweet
0,jadi benci sekali sama orang2 yg jelek jelekin pemerintah mendagri segala macam di tengah situasi begini ga yakin ada duk 
0,kalo idup lo kebanyakan pencitraan sm drama kita mana tau ya yg mana yg bener yg mana yg halu 
0,terasa penat setelah berjalan jauh jangan khawatir guys kamu akan segar kembali begitu menyentuh air dari giwe marah 
0,kita gak norak kayak mereka 
0,ini serius beneran mereka makin kurang ajar maen kekerasan
0,kenapa doa kita masih belum dimakbulkan fahamkan allah dahulukan apa yang kita semua perlu bukan ikut apa yang kita mah 
0,aku bukan orang bodoh yang tak di hargai tapi masih bertahan asal kau tau aku akan berhenti merindumu dan juga akan bai 
0,1 di saat banyak rakyat indonesia bahkan dunia menundukkan kepala berduka dan mendoakan para korban gempa dan tsunami di 
0,org tua wanita lagi teganya mereka melakukan kekerasan tsb
0,mesti lah bitter gila babi baca sejarah amp you'll understand why im against blue blood adoration tun m was amp is still th 
0,berdebat dg mu ngak seru iq mu jongkok bukti nya orang kritik kamu dan kaum mu bilang nyinyir dem 
0,meski tampak tegar gilang mengaku sempat merasa begitu terpukul saat tahu bahwa ia dan adiez harus kembali kehilangan calon 
0,aku benar ingin mengatakan bahwa semua orang didunia ini mungkin merasa sedih dan kesepian dan jika kita tau bahwa sem 
0,aku ngapusi hehe th baru aku balik klaten bersua kita ngopi karo keong
0,meluas hingga menjarah apa saja emas dll apakah ini demi hidup atau memang murni kriminal boleh jadi para maling yg hi 
0,lebih susah jadi yang pertama dihati kamu 
0,izinkan masyarakat menjarah adalah bentuk kegagalan pemerintah menangani bencana amp kegagalan mengedukasi rakyat menghadapi benc 
0,selalu ada kangen di tiap aksara di tiap percakapan teks tanpa tatap mata tanpa pendar yang binar tanpa pernah benar usai 
0,kamu paling gk suka kalau orangtua kamu lagi 
0,lelucon lawas seringkali enggak mampu lagi bikin kita tertawa lepas tapi kenapa kenangan pahit yang sudah berlalu l 
0,mangkal mas mangkal ah humor kita ga sama nih kita putus ya 
0,ini judulnya terkesan tidak berempati mestinya bagaimana bersama menolong korban bencana 
0,kita boleh berdeda pandangan dalam demokrasi tapi untuk memakai cara2 kekerasan terhadap aktivis perempuan 
0,karena itulah kita perlu ber hati2 ketika ngo asal turki seperti ihh berniat mengirimkan bantuan ke lokasi gempa mereka 
0,menangis hati ini melihat bapak memeluk erat kh ahmadaidi bin khaidemoga allahwt mengabulkan hajat ki 
0,doa mereka sdh habis mas kan apbn p tahun ini tida 
0,klo rakyat biasa ngomong sepekan beres bisa dituduh hmm ga ah tapi kita berprasangka baik saja bahwa batas kemamp 
0,yang terlihat lebih baik banyak namun kita gatau dia beneran baik atau engga bersyukur aja kalo udah punya yang baik jan 
0,keadaan yang paling tak best bila tengah tengah memikirkan orang yang tidak hargai kita 
0,kamu mau aku mati 
0,perempuan ni dia tak suka kongsi suami tapi mereka suka sangat sangat kongsi aurat dekat lamanosial 
0,mau menghakimi penguasa gagal saja kok disuruh nunggu pemilu kasihan rakyat harus merana sampai pemilu pada pemilu nan 
0,walaupun kita ada susah senang dengan si dia belum tentu semua tu boleh buat dia stay dengan kita 
0,kalo kamu gampang kebakar gak soalnya bikin pengen mesiu later
0,kemaksiatan merajalela terutama di sekitar pantai talise itu lgbt dianggap hal yg wajar ritual kemusyrikan 
0,bangkek
0,beraninya sama ibu ibu demokrasi omong kosong sudah main kekerasan mereka tolong dilapor 
0,hati modus tipu2an ala jokower kaya gini data jelek mereka spin jadi bagus data yg tidak mencapai target mere 
0,di acara musik pameran sepatu pun mereka sweeping mana yg lebih bejat 
0,trus aku apa kabar yg jauh lebih gendut dari kamu gt lt dibikin aja minggu hari buat omnivora mode on 
0,kita semua pasti pernah salah namun ada perbedaan besar antara salah yang buatmu dewasa dan salah yang sengaja dilakukan
0,pendirian pas berkenaan penangkapan para ulamak dan aktivis islamea tindakan mahkamah terhadap mereka parti islam 
0,jika ada orang yang membenci kita tanpa sebab yang jelas apa lagi kita sudah meminta maaf jangan balas membencinya kar 
0,jangan disangka air yg tenang tiada buaya jangan disangka muka yg tenang tiada masalah yg melanda jangan disangka oran 
0,aku tak salahkan generasi sekarang 100ilap org2 tua kita jugak dulu kita dido 
0,pu amin ini kita bukan kisah sangat pasal style dakwah dia lembut ke keras ke orang tak ambil pusing sangat orang m 
0,pasca gempa dan tsunami yg menerjang sulawesi tengah menyisakan duka dan luka mendalam bagi kita semua bencana ini 
0,ah kamu jadi ga emosi lagi 
0,ketika melihat kesuksesan orang lain adakalanya kita merasa ciut dan tak mampu bersaing padahal setiap orang punya jalan berbeda 
0,ishhh jangan la puji kita 
0,kita ws dy xread ingat dy tidur rupanyaa main ig lagi penting 
0,ko biadap sekali pelakunya mungkin pelaku dilahirkan bukan dari seorang wanita penegak hukum harus tegas 
0,terkadang suka ngerasa sedih liat temen2 kita udh pada bisa ngehasilin duit sedangkan kita sendiripun msh berjuang 
0,tuhan memang mentakdirkan kita untuk saling berjauhan tetapi aku yakin tuhan memiliki rencana besar dibalik itu semua
0,bagaimana anda tahu tuhan sedang 'marah' tuhan ada hantar whatsapp pada anda ke 
0,kadang kalo lg down kita gak tau cari new client dimana lagi atau prospek existing client dgn cara apa lagi 
0,3 lebih kejam lagi seperti mensyukuri para korban bencana ketua fpihobri lubis bahkan mengatakan akibat rizieq i 
0,dan kita masih saja tidak terima bila disebut dengan nama binatang 
0,kebodohan pembodohan yang telanjang bencana alam dibahas di acara diskusi politik anda tak punya empati 
0,ada baiknya kita tidak ikut2 an latah memposting wajah bunda pasca dianiaya mari kita hormati beliau dan ke 
0,4 tidak hanya itu postingan konyol lainnya mereka sebar di whatsapp group bahwa gempa palu terjadi krn akan diadakan f 
0,ini kah orangnya bener gak sih kalo ini aku tau sok chat d sini aja ya pemirsa kita rumpik rumpian aja dah biar rame htt 
0,kolotnya caption kau ni bro kalau dapat isteri yang berkerjaya kita kena tolong dia juga takkan semua benda dia k 
0,dima gue gak berhasil masuk negeri akhirnya masuk swasta tapi emak gue gamau yang ecek ecek biarin mahal yang 
0,terjemaahesungguhnya telah rugi para pelajar itu iaitu mereka pelajar yang tidak hadir ke kuliyyah dan jug 
0,tapi kan prabowo sandi bukan pejabat 
0,ga bener bgt nih seorg wanita ibu dan nenek diperlakukan spt ini 
0,bukan soal manggil sayang doang aduh sungguh ku tak berniat mencela atau memaki tapi kamu itu membela dirinya jelek banget 
0,walaupun masing masing nak kejar kemenangan tak usahlahebar fitnah banyak perkara dasar dan isu yg boleh kita bahaskan 
0,ketika kita hanya dapat mengkritik apa yang dikerjakan oleh orang lain maka berarti kita berada dalam posisi pikiran terlemah te 
0,aku curi sapu tangan cikgu lisa dan aku tipu cikgu kamal yang cikgu lisa bagi hadiah sempena hari jadi dia dan skrg 2 orang a 
0,twips yang baik melihat kerusakan di palu donggala danigi terutama desa2 yg hancur bisa dipastikan warga akan butuh 
0,dan kalau kalah kamu bisa jadi laki laki ngaku kalah dan cari psikiater ndak 
0,bukan benci yang membuat kita menjauh dari orang lain tapi kecewa 
0,pki berteriak maka kyai mana kyainya gubuk2 asrama santri dirusak kasur2 dibakar buku2 santri dibakar habis sarana p 
0,jangn pernah ambik kesempatan atas org yang ikhlas tolong kita 
0,ada yang ngerep mereka kafir seriously harusnya statement itu lebih nampar dong masa yang dibilang kafir itu 
0,suka gemes sama oknum gak bertanggungjawab yg menyebar hoax ditengah kesedihan yg melanda saudara kita hati dl 
0,wkwkwkwk sombong abis kalau lo gak sekolah gak bisa sbm juga kaliekolah aja udah gitu gimana p 
0,kita sering ga sepaham 
0,taurusi tukang php dan bikin baper anjer ya mereka tuh jago perhatian tarik ulur dan begitu kita s 
0,berlinang airmata ini menyaksikan saudara kita di belahan bumi sana allah uji dengan ujian yang tak ringan ya all 
0,yang melakukan pengeroyokan ini banci padahal ibu nya wanita dimana hati nuraninya coba negeri ini apakah sudah 
0,kita adalah tempat singgah sementara bagi mereka yang datang tapi bukan untuk menetap 
0,mereka ini siapa kok berani2 nya main fisik 
0,mau bilang kamu dimana aku mau ketemu bisa aja ngga punya nyali brutal honesty apaan ya resteee mau wassap aja geme 
0,adakalanya kita dihadapkan dengan ketidakmampuan dan membuat diri kita mundur dari tantangan batasan tersebut ada untuk menguji d 
0,daripada hidup cuma dihabisin buat jadi pejuang cinta kenapa ga kamu perjuangkan juga yg satu ini bro graphicdes 
0,innalillahiwainnailaihirojiun takziah kepada keluarga allahyarham datori wan amizan atas pemergiannya ke rahmatullah sem 
0,rakyat indonesia berduka atas musibah gempa amp tsunamiulteng palu amp donggala juga negara2 di dunia ikut berduka aku mo 
0,isu ini banyak beredar di wag diurabaya walau belum tentu kebenarannya sebaiknya kita waspada jika menerima tamu orang ya 
0,aku sakit hati sama omonganku sendiri apa kabar mereka ya 
0,jangan percaya drama mereka dicka sama om aup itu pernah kumpul kebo dulu 
0,bila ada orang kutuk kita close your ears and don't listen with them and don't argue with them be strong and take c 
0,tolak partai penjual agama dan pendukung teroris 
0,demi menjelek2kan fpi kamu ngaku2 warga palu apa itu namanya bukan biadab 
0,anda dan kelompok anda itu hanya ingin menggiring opini seolah pak prabowo amp tim mawar lah yg melakukan pengamanan kepada 13 
0,kamu ada affair ya sama twitter kok begituan doang diselamatin 
0,maap ya kita emang bosenan 
0,kangen dicariin yg sampe di telfon telfon terus ngomel marahin kita ngomelnya tapi tanda sayang bgt dan khawatir bgt 
0,mungkin tidak tapi kalo mereka masih punya rasa malu itu sudah cukup untuk membuat mereka tidak nyaleg lagi
0,kamu kasian sama mereka mereka yang harus minggir 
0,kok kamu maksa 
0,ini belum seberapa mereka tuh kelakuaan nya ga kayak girlgroup lain 
0,mulut kamu gentong 
0,gak perlu diladeni min iq nya gak nyampek dia yang penting instropeksi kita sendiri 
0,di indonesia cuma ada waktu bagian barat timur tengah nggak ada waktu buat kamu 
0,banyak sekali orang dengan seragam fpi dan ada tulisan yg katanya lambang hti tapi kok gak ada yg demo nyuruh mereka keluar ya 
0,hingga saat ini satu juta muslim uighur ditahan di kamp kamp oleh pemerintah komunis china dan kaum liberal diam seribu ba 
0,kamu kalo disuruh milih gimana masa dia aja yang disuruh memilih 
0,sejujurnya saya pikir kekalahan ini bagus untuk mereka dan kita timnasday
0,kesilapan terbesar mentaliti masyarakat malaysia adalah terlalu mementingkan result dan bukannya proses yang betulebab i 
0,editannya bagus tapi gak ship mereka tapi b aja sih
0,sorry kung mahal na mahal kita 
0,kita heran ya ma punya apa di omongin orang ngga punya apa apa lebih di omongin orang dapet apa di omongin oran 
0,cara2 menggunakan hoax untuk menebar kebencian pada rezim berkuasa sudah menyerupai yg dilakukan isis diuriah dgn white 
0,celotehaya disebut presiden termiskin di dunia tetapi saya tak merasa miskin orang miskin adalah mereka yang bekerj 
0,baru aku tahu iblis datang dekat kita melalui angin angin yang panas orang sangka duduk condo flat tkde jin iblis masuk 
0,biadab sekali yang melakukan inieorang wanita seyogyanya tidak diperlakukan sperti ini mereka yang melakukan a 
0,goblog kamu 
0,ibundaku bilang menjadi orang jahat itu gampang caranyaakitilah hati orang kemudian cukup minta maaf lalu diamlah 
0,anjir difoto juga mana kamu duduk paling depan lagi anak rajin yaampe jam berapa hari ini kelasnta
0,gue ga memungkiri di akar rumput ketidaktahuan dan kenaifan berpikir itu masih banyak yg gue sesali adalah elit terdi 
0,musibah yang menimpa teman teman kita di palu sudah begitu menyakitkan namun mereka tambah lagi rasa sakit kita de 
0,kalau hidup kita belum bener ndapapa karena akan selalu ada orang sok bener yang mbenerin hidup kita 
0,percuma bertahan klo tindakan pks telah merusak kepercayaan rakyat daneluruh kesalahan itu adlh ulah d 
0,sepakat hanya saja saya kasih tahu kamu selera mereka rendah karena gak mau sama saya 
0,malang selalu dikucilkan ketika kita belajar salah sedikit dimaki seluruhnya tapi tidak berkaca pada send 
0,bukan dia yang memberikan harapan kamu aja yang berekspektasi lebih 
0,janganekali kali melupakanejarah iroekarno presiden pertama republik indonesia mari kita buka kembali catatan p 
0,hai kak mohon maaf atas kendala yang kamu alami untuk promo yang ada dihopee berlaku secara nasio 
0,seegois itukah kamu jangan siksa aku seperti ini aku lama lama juga capek kalau kamu sudah tidak ingin lagi denganku 
0,banci itu beraninya keroyokan emak2 lagi yg dikeroyok astaghfirullahemoga aparat hukum kita punya nyali u 
0,kenapa sih kamu manja banged ngomong sama tenggorokan 
0,mulai main kasar memancing perseteruan periksa tkpaksi saksi periksa cctv tkp hasil visum kalau kamu gak mampu 
0,kamu tuh kadang suka ngeselin tapi sering banget bisa bikin aku kangen 
0,entahlah makin lucu aja umat di negeri ini mereka semakin tak bisa bedakan mana kr 
0,dapat kabar bencana di palu malah dimanfaatkan oleh org2 yg bermental kriminal untuk menjarah pom bensin toko2 dsb 
0,kamu nge tweet ginian nggak mesyen aku yang kamu lakuin itu jahat 
0,saya selaku admin peleksana event 2tahunipintinioi meminta maaf yang sebesar besarnya untuk anak anak dikarenaka 
0,kamu lebih anjing 
0,kamu masih sibuk kapan kembali aku rindu biy
0,saking lamanya mengantri dan menunggu orang2 sdh kehilangan senyum mereka 
0,dicariin kamu tuh bikin middyu eonnie emosi aja 
0,sangat menyedihkan demi syahwat kekuasaan arwah pki pun dibangkitkan kembali oleh mereka yg tak mampu bersaing secara sehat 
0,valir tu bikin skill kita ga guna 
0,kasihan klub persibnya gara2 ulah suporter mereka jadi kena imbasnya padahal persib lagi menduduki 
0,mandi saja aku malas apalagi suruh ngejar ngejar kamu mas 
0,saya tida akan membalas mereka yg mencoba menghancurkan rumah tangga saya mungkin dengan itu mereka bisa puas da 
0,sbb kamu membosankan
0,jauh dr norma n etika budaya bngsa yg gini kok dibanggakan cntoh yg menghancurkan budaya 
0,kepalaku berat mikirin kamu 
0,pendidikan apa yg diterima mereka yg komennya spt ini kemana perginya moralitaspeechlesspt manusia yg hanya ad 
0,buat kamu yang sedang merindu 
0,berisik bgt anjir 
0,rezim apaan ini makin hancur nkri 
0,jangan sampai kita jadi manusia yang allah kata 'zalim' dalam quran apabila diberi peringatan atau petunjuk manusia 'zalim 
0,ptl teruntuk kamu iya kamu yang lagi badmood dr kmrnenyum lagi dong jelek tuh klo cemberut fightingomi 
0,rlt aku sering diganggu cowok2 dikelas mereka ky tanpa sebab ngatain aku gb k awalnya aku bales balik tp sekar 
0,jangan sepelekan narasi2 hoax dan pembodohan oleh kaum radikal mereka sdh menguasai dunia pendidikan kita 
0,innalillahi wa innailahirojiun negeri iniudahangat genting kepadaiapa kita percayakan keamananekarang mau l 
0,sedih dan terharu 
0,kamu merusak kebahagiaan seorang anak gadis yang dicintai dan dibesarkan sepenuh hati oleh ayah dan ibunya 
0,saya bingung gimana bisa sih kamu mengasihi tuhan tapi tidak mengasihi sesama manusia 
0,biasalah tu jangan expect mcm mcm nnti kita sedih terima jela dari takda tu huhuhu
0,tidak ada doa mereka selain ucapan ya tuhan kami ampunilah dosa dosa kami dan tindakan tindakan kami yang berlebih lebiha 
0,ketajiran mereka tidak berpengaruh terhadap kehidupan perekonomianku jd skip
0,dulu kita rapat sangat terlampau rapat tapi sekarang dah macam tak kenal antara satu sama lain aku dah agak benda ni ak 
0,semakin kamu menolak kenyataan semakin datang dia tanpa perasaan 
0,hari ke 4 terjadinya gempa dan tsunami di palu kenapa semakinemrawut begini kasihan saudara2 kita dipalu dan d 
0,bilangin kamu nakal 
0,gimana rasanya belum mulai udah dikatain masih belajar udh mau dipatahin kakinya army mah masih baik kita gamau kasi 
0,itula sbb kita terlalu mengikut aliran stereotype yg menjadikan kita kolot dok menunding jari 
0,banyak alasan lah udah tinggalin aja cowok mbak berhak dapet yang lebih baik 
0,pki itu fakta pemberontakannya fakta pembunuhannya fakta pelaku sejarahnya semua bicara fakta terkecuali saksi dari pki 
0,hmm mungkin karena dari diri mereka sendiri ngga ada kemauan untuk berkembang 
0,yang membuat kita sedih adalah melihat orang yang kita sayangi menyayangi orang lain 
0,berarti mereka tidak punya malu yo wkwkw atau punya tapi dikalahkan oleh syahwat politik wkwkw
0,maafin aku ya belum bisa lupain kamu 
0,mungkin allah nak kita tolong doakan dia sebab itu boleh subur pulak feeling meeling ni salamrindu kuch 
0,upaya pihak tertentu menghalangi hrs ke malaysia karena ketakutan mereka setelah di malaysia hrs masuk ke indonesia pada 
0,siapa tak kesian umur mereka mungkin setaraf abang atau bapa saya mengenangkan mereka tidak kenang budi sebelum ini s 
0,jalan jalan ke belanda beli topi pulangnya mampir ke toko roti aku sakit ngeliat kamu kayak gini move on ke lain hati puisimiris
0,dengan banyaknya syarat kita untuk menikmati hidup dan bersenang senang ya wajar aja tingkat depresi makin tinggi banya 
0,mati kamu sib makanya gausah blagu bilang pucuk dingin
0,sengaja atau tidak akan ada saat dimana kita terjebak oleh kenangan lalu seketika kita merasa kehilang 
0,saya mah kasihan dldgn orang yg gak punya miskin seperti tukang sampah fakir miskin ana 
0,kadang kadang kita kena sorok kesedihan dengan senyuman
0,kemana hilangnya kenyamanan kita
0,mangapa kisah kisah penyelamatan yang heroik tidak mendapatkan perhatian dari media ada apa dengan mereka arimacs wilander 
0,capek juga lihat cara2 mereka seperti begitu 
0,masya allah anak milenial masakini di labrak emak emak milenial karna waktu adzan tiba mereka masih teriak meneruskan 
0,duka yang mendalamemoga saudara saudara kita di palu diberikan kekuatan ketabahan dan mari kita membantu dengan da 
0,belajar sampai degree master phd tapi nak hormat mak cik cleaner cuci tandas kolej pun susah bayangkan itu ibu kit 
0,cinta itu aneh dan menyakitkan hari ini ngomong aku sayang kamu besok nya udah ngomong aku mau putus dari kamu 
0,hati modus tipu2an ala jokower kaya gini data jelek mereka spin jadi bagus data yg tidak mencapai target mereka spin jad 
0,wanita menangis bukan sebab mereka lemah namun sebab mereka tak temukan kata untuk ungkapkan perasaan mereka 
0,jaga ya ucapan kamu
0,tidak kamu gimana 
0,hai achanjkt48 kadang aku suka rindu kamu kangen typomu kangen ngingetin sholat gt lt pokok nya semua dehalam kangen dari fantasticof48 39
0,pas kecil sampe kelas 6 gue dibully verbal sama 2 kakak gue mulai dari olok2an khas buat anak kecil sam 
0,kementerian luar negeri turut berbela sungkawa atas musibah gempa bumi dan tsunami di donggala palu dan sekitarnyaemoga 
0,jika kamu tahu sesuatu yang kamu perjuangkan akan tetap berakhir perih bisakah kamu berhenti mengakhiri semuanya 
0,dunia kerja profesional itu memang begitu ya gabisa kita percaya sama semua orang kita harus berdiri di kaki send 
0,emosi tidak akan membimbingmu pada suatu pemikiran atau tindakan positif oleh sebab itu kamu harus tenang teens livia
0,kamu kemana saja sayangku 
0,ya allah jadi inget mantan kenapa kamu ada di timeline aquh
0,ketika koordinasi dan kepemimpinan absent rakyat menjarah kita yg memberikan saran dan kritik terhdp penangana 
0,tetiba stress dgn org yg nak kita dgr ckp dia je ikut cara dia pun salah juga 
0,jangan aku tidak sudi mereka bertemu manusia alay apalagi foto bareng
0,orang bodoh harus sama yang bodoh juga kita harus berusaha ya aoko nakamori
0,ini nih sanksi buat persib kamu setuju gak mojang bujang ozspos 
0,karena mereka kriminal untung masih saya baikin 
0,menyedihkan adalah ketika kita sangat merindukan dirinya tapi dia tak menyadarinya
0,kamu terus ih aku bosen
0,beraninya cuma sama perempuan jeungainglah 
0,wow sekarang saya sedang muak dengan twitter karna isinya kebanyakan melecehkan indomie dengan cara menjadikan indomie 
0,teroris mulai beraksi yg bawah tanah mereka teroris 
0,kalau benar semoga pelaku segera ditangkap amp dihukum dan bu ratna semoga segera membaik kalau tidak benar semo 
0,jenis kebabian apakah ini kamu lihat seperti anjing kawanku kamu sangat berbakat dalam menjadi seo 
0,antara otak kita yg ganyampe atau emg bahasa dia terlalu tinggi melapaui batas hingga tidak dpt diambil kesimpulan kata2nya 
0,kelak bukan aku yang akan kamu rindukan tapi hatiku rumah ternyaman yang pernah dihuni oleh cintamu 
0,aku juga suka mengkhayal tentangmu jika saja kita bertemu dan membicarakan banyak hal dan kau bertanya kamu tidak sedih 
0,lama2 curiga jg gw 
0,terus emang kamu bener duaduanya bego
0,kalau kita ketemuan terus main hp masing2 cuma mau nyari bahan buat ditubirin bareng2 aja biar ada obrolan 
0,kabo menjelang 2020 akan lebih banyak lagi model kamera munafik yang bakal memiskinkan kita semua terbaru 
0,kesakitan membuat anda berpikir pikiran membuat anda bijaksana kebijaksanaan membuat kita bisa bertahan dalam hidup 
0,lt hukum tidak pernah menjanjikan kesejahteraan aku juga tidak pernah percaya dengan definisi sejahtera yang dijan 
0,11 pendukung yg dlm postingannya selalu membawa nama allah ayat qur an dan berlagak paling islam dan tanpa do 
0,gak pantas org yg tlh menganiaya bu ratna dianggap sbg manusia entah makhluk apa 
0,bukannya kamu susah moveon cuma kamu belum ngerti aja kalo moveon itu bukan melupakan tapi merelakan 
0,om pliss jgn pernah menyamakan orang indonesia dgn orang kita segi kedisiplinan jauuuuhhhhhh bagaikan langit dan bumi
0,daomingi nggak bisa deskripsikan tipe cewek dia seperti apa pokoknya bagi diahancai adalah yang terbaik kalau tipe cewek 
0,wahai lelaki jangan kau sesekali merosakkan perempuan yang betul betul sayangkan kau hormat mereka ingat kau ada mak k 
0,jarak yg kamu buat semakin nyata semakin jauh
0,tak boleh naik bas tak boleh pegi klcc duduk je dalam rumah 8 orang seb 
0,jika pada faktanya baikosialisme komunisme maupun kapitalisme sama sama berbahaya lalu mengapa kita tidak segera ber 
0,mention jasmev yg pernaherang kamu dengan kata2 kasar jenderal08 presiden2014com
0,yang kita sebut perbuatan pengecut dan biadab itu ya yang seperti iniemoga pelau cepat ditangkap dan 
0,mulai main kasar memancing perseteruan periksa tkpaksi saksi periksa cctv tkp hasil visum kalau kamu gak mampu juga ni 
0,skrng kasih tau sama kamu tuh org yg suka tereak kafir biar mereka paham
0,dan mereka berkata hai kamu bodoh sekali kamu bisa bisa nya kamu gagal lihatlah wanita itu mengabiskan semua a 
0,dia ustad kamu berani hina dia 
0,bak kata fina lelaki ni nak kita terus teranh hah hamekk kauu akuu straight to the point je kalau akuu sakit 
0,males ah kamu aja yang marahin
0,rindu dahi kita jugaa 
0,jelek kamu kalo manyun manyun gitu 
0,agak heran sama manusia yg menggunakan kesempatan dalam kesempitan bisa bisanya berbuat seperti itu ditengah musib 
0,aktivis perempuan ratnaarumpaet di aniaya oleh orang tak dikenal skrg msh berada di rumahakit yg dirahasiakan krn t 
0,anakku usah serkap jarang kerana jarang2 kita betul kadang kita sangka buruk pd orgering ia tersimpul dgn rasa yakin yg k 
0,innalillahi semoga cepat dihukum mereka kasihan moso beraninya sama ibu ibu 
0,kalau kita belum kenal orang tu betul2 jangan kita nak memandai describe keburukan orng tu
0,pas ketemu om tante dengar kalimat dulu kamu masih kecil sekarang udah gede ya rasanya pengen banget teriak eh bgst 
0,ga boong ih aku pura pura kenalama kamu tau 
0,kita tidak boleh terlalu asik di dalam kamar tekun beribadah untuk merayu tuhan agar kita bisa masuk surga sendirian se 
0,korban gempa palu kecewa jokowi dia bawa bawa wartawan makanya orang mengamukemua jokowi datang ke lokasi gempa ta 
0,hai mohon maaf atas ketidaknyamanannya saat ini sedang terdapat kendala pada sistem tracking kami 
0,jangan bangga jadi orang kedua jangan bangga jadi orang ketiga jangan bangga jadi orang yang ada diantara hubungan 
0,masih terasa sedih dgn hasil pertandingan lawan australia tapi mereka berbaik baik mereka hebat walau stamina 
0,papaku orang keturunan keluarganya banyak yg budha sama katolik mamah ku islam keluarga papaku maaf ya 
0,im not sure aku menganggap mereka teman tapi mereka kan belum tentu sebaliknya 
0,anda ini pejabat negara gk tau aturan emang klu janji harus d tepati sekarang jgn provokasi orang2 yg uda 
0,apa kata you try kat mulut you dulu mana tau boleh kurangkan mulut laser tu 
0,jarah toko mas jarah barang elektronik jarah toko pakaian sampai tokonya dirusak jarah toko hp jarah ban bobol 
0,by kita di grebek
0,mengapa yang lain bisa mendua dengan mudahnya namun kita terbelenggu dalam ikatan tanpa cinta
0,maafkan mereka karena memang terlanjur gak punya pikiran 
0,miror mileaitu juga norak beraninyahare di base iri yaama kita yang lagieneng
0,dari sini aja kita sudah paham ko kalau ada petinggi yang tidak suka melihat persib juara beda kelas lah sama mere 
0,klo kasus pembunuhan aja di sensor ini yg gak merugikan orang lain gak di sensor malah di expose wk 
0,mesakke ik pengen aku ngewangi mbeneke
0,resolusi tidak membantu dan tidak memberi jawaban tentang masalah buyer maupun seller iklan dan nama doang yg gede 
0,ckckck mulai mereka main kasar 
0,14 kalau pendukung yg paling sok ngerti agama lalu menghubung2kan bencana dgn warga yg dianggap berdosa seharus 
0,rasulullah melarang mengaitkan fenomena alam dengan musibah yg mengaitkan gempa dan tsunami di palu dan donggala dengan 
0,biarin ajaa mereka koar
0,apa sih da yang kamu harapkan dia kasih perhatian haha inget sama kondisi kamu aja nggak daaa udahlah 
0,kamu yang busuk gt 
0,kamu galak
0,saya baca ini menitikan air mata disaat warga lombok sangat kesulitan akibat gempa mereka masih sempat gotong royong 
0,aduh kamu stalking y
0,banci itu beraninya keroyokan emak2 lagi yg dikeroyok astaghfirullahemoga aparat hukum kita punya nyali utk menang 
0,diam diamekarang mungkin kamu mencintainya dalam diam mungkin sekarang bagimu memilikinya adalah ketidakmungkin 
0,buat kamu bukan hanya rindu tapi sampai saat ini cuma aku yg masih bertahan 
0,contoh konten hoax yang nyata aku sayang kamu selamanya sampai kapanpun aku ga bakalan ninggalin kamu dan aku mau menerima 
0,mana itu akun ratnasrempet jangan diam segera klarifikasi itu berita klau kamu dianiaya jangan bohongi masyara 
0,gapantes dikasih kita kita mah apalagi elu
0,sory mencelah ank ramai pun kalau tak terdidik dgn ilmu agama kat mana anak2 itu boleh bant 
0,siapa lagi yanganggup berbuateperti ini kalau bukan pki buat temen aktivis 2019gantipresiden tetap ting 
0,dia tidak peduli bencana dia bukan kita
0,bahasaugi itu buat manusia kerdil sepertimu yg tdk mempunyai tuhan 
0,semoga kita para wanita dijauhkan dari laki laki babi yang suka main fisik kek gini btw ini story temenku miris ba 
0,pemain tak terlibat tapi kena imbas ulah suporternya pasti terpukul apalagi mereka pemimpin klasemen 
0,jelek header kamu ngga ada ganteng gantengnya 
0,aku bingung mt an sama kamu 
0,lapar makan tv led barang elektronik emas baju2 baru punya toko pak kita ambil 
0,engga belum sanggup kehilangan kamu ea eaaa
0,kalah kamu wkwk
0,sebenarnya memang tidak bole main 
0,makan nasi sambil ketawa langsung dimarahi sama ibu ayo a' kita ke kua agar aku sah menjadi makmum 
0,dan janganlah kamu me 
0,yeol meskipun kita 'tinggi' tapi gaboleh bully yang bantet kasian g
0,sebenernya mereka percaya akan tuhan ga sih kok setiap ada bencana selalu ngehubungin ke mana mana 
0,ga bakal pak mereka bbc 
0,gak biso liat aku tenang dikit kamu ya 
0,penyebar hoax ujaran kebencian pengedit situasi hanya dipanggil dan ditahan bila pelakunya bukan projo percaya buk 
0,tengsin ya sama fpi sdh menghina menghujat eh mereka terdepan dalam 
0,husnudzon jokowi amp team kampanye nya terlepas dari pembuat hoax ini jadi mau liat kesungguhan menang 
0,statement ngawur mereka yg bikin indonesia jadi terkenal sbg negara rusuh 
0,jika bangun malam menemui rabb saja kamu tak mampu lalu bagaimana cara kamu membangun impian impian itu tausiyahku d 
0,seluruh jamaah maiyah berprihatin bersedih dan berdoa untuk semuaaudara kita yang menjadi korban gempa besar di 
0,diemin aja makin diladenin makin berani mereka
0,dalam usia muda ni siapa yang rasa bosan tinggal satu rumah dengan family dia tak bebas konon nye aku rasa ka orang yan 
0,why should you care bales aja kenapa harus kita yang mendem padahal bukan kita yang jahat tell her to 
0,palu memanggilulteng berduka 1 203 orang meninggal 184 orang luka berat gempa berkekuatan 7 7r menimpa saudara 
0,jgn nyinyirin mereka beritanya ke up mlh kesenangan ntar bocah sendok perak pcas bts themus 
