Tweet,Sentimen
🧔🏻 : Kuliah online bikin bego anying.                                                     Lah emang klo offline lu pinter??,0
@cutieflukie Kalo gajinya gede lumayan aku bisa cenayang work from home gak usah ke thai.,1
Faksi perlawanan Thailand Selatan dan pemerintah lanjutkan perundingan secara online https://t.co/sDFBoeVKpR https://t.co/mKloql6rnQ,1
"Ni jangan lupa collect from HR, EA form ni penting untuk korang tau berapa cukai PCB, epf, caruman lain yang korang bayar etc. Aku belum ambik lagi sebab WFH 😅

Bila ada EA form ni, barulah boleh isi efiling tu sebab kena fill in the details based on EA form. https://t.co/NkTzQTHfQo",1
"Tebet &gt; kokas &gt; lotte &gt; ambas

Wfh sambil ngemall, asik jugaa tapi yaa jan sering sering. Hehehe",1
"@cindygoek2 Hai Kak. Terimakasih atas minat Kakak terhadap produk Bank BRI, untuk mendapatkan kartu BRIZZI dapat melalui kantor BRI terdekat, Merchant yang sudah bekerja sama seperti Indomaret atau Alfamart atau melalui Merchant/toko Online dengan harga Rp20.000. (1)",1
"aku percaya anak kelas 10 sudah tau caranya kabur, pesen transport online, ngadu sama ortu dan saudara lain bahkan tetangga. bukannya ngumpet di lemari.",0
"dokfess! Aku dah otw semester 4, kuliah diluar kota dan skrg kan pastinya lagi online jd balik kedaerah asal, aku bener bener ga siap kl mesti balik lg kesana krn udah nyaman dirumah gmn ya cara biar santai aja gitu😭",1
@brynbm_ Alhamdulillah masih sehat sambil meratapi kebosanan wfh 😂 apa kabar juga kawan?,1
Reward utk anak2 murid. Semoga terus semangat utk kelas online😁 https://t.co/yTzSe62KjL,1
@ardaandrean @IndiHome iyaaa sama daa sekarang guaa ni lemot banget mau kuliah online padahal:(,0
"-rek pengaruh kamera laptop ternyata besar juga ya. Temenku dulu sma disukai banyak cowo karena dia goodlooking, begitu masuk kuliah online gada satupun yg deketin dia karena kameranya burik😭",0
"Lagi kuliah daring nyempetin nengok trailer, woy tolong jantung gue ga aman, senyum² dah nih mana masih ada dosen pula #IkatanCinta",1
"Jangan-jangan di season 2, nanti Nanno tiba-tiba muncul di zoom kelas lo.

Bongkar aib online jalan terussss. https://t.co/ZfD9K0XJGp",1
"@djoeragan_gds Situs Judi Online Terbaik
Itupoker - Situs Judi Kartu Online Terbesar dan Terpercaya di Indonesia

* BONUS CASHBACK 0.3%
* BONUS REFERRAL 20% SEUMUR HIDUP
* LAYANAN CUSTOMER SERVICE 24 JAM
* PRESENTASE KEMENANGAN PALING TINGGI

Pusat Bantuan ituPoker
https://t.co/895JlukUyu",0
"Sejak wfh jadi boros galon, padahal waktu keadaan normal bisa awet sebulan lebih 😂😂😂 https://t.co/hI7RsS5cFj",0
@Askrlfess bete sama indihome dan telkomsel 😒 hari ini kuliah daring padet tapi yg satu bermasalah dan yg satu lagi lemot haduh bener2 duet maut,0
"— absen, absen, absen [ sekolah online ] 

siapapun lo yang bisa ngadepin haidar dengan tenang, gue beri applause sekencang kencengnya - acha, sekretaris kelas

@. for tag /nctzh/ 
 https://t.co/5VYRqogh0E",1
BISNIS SAMBIL SEKOLAH KULIAH ATAU NGANTOR? BISA KOK!! JADI ONLINE SHOP PRODAK KAMI PIN BB D0BC1C00 WA 082216827323 https://t.co/ZNSeUhYGXP,1
@snowycloudss semangat daring/kuliah/kerja 💗,1
"Aku dulu sempat beberapa kali nonton konser yang di kampusku pas aku masih kuliah.__.

Offline: lebih greget. Bisa ketemu langsung player2nya, bisa ketemu teman2ku juga. Terus lebih ngena aja gitu suasananya

Online: kayak nonton MV :"") tapiii asiknya tu bisa nobar di rumah :)) https://t.co/6mNVb6RnvM",1
"Enaknya skrg itu ada kelas online jd aku gaperlu capek2 ketempatnya, hemat ongkos dan tenaga😂😂 biayanya juga lebih murah semuaaa",1
yang daring semangat ya!! yang kuliah juga!! give your best for today guys-!❤❤❤,1
knpsi ga wfh aja ya lord kondisinya lg begini cri,1
"@txtdrberseragam Daftar kredivo mudah banget, mau kredit hape? Bisa, mau pinjem uang juga bisa😅

yuk silahkan download dan daftar kredivo, jgn lupa siapkan KTP + NPWP dan akun belanja online seperti shopee, lazada, dll. pakai kode refferal dari kantor KRDSP015 agar tingkat acc tinggi https://t.co/rgiVZLPn9U",1
@kdrama_menfess School 2021? Apakah kelas nya akan online bun?,1
@pln_123 dear admin..mohon informasinya terkait pemadaman tanpa pemberitahuan saat jam kerja WFH saat ini..ada apa?lama kah? Bentar lagi sy ada meeting virtual dan anda seenaknya madamin..astagfirullah..plis..,1
"mantap, kuliah online udan udan, mati listrik maneh",1
"@rainaldylomri @50k @Mend0an_ #TamvannyaBukanKaleng2
jika mendapat 50k, uangnya akan sy belikan kuota utk keperluan kuliah online. selama masa pandemi ini, sy berusaha cari uang sndiri dgn berjualan &amp; jadi pejuang GA untuk meringankan orgtua.

terimakasih om atas GAnya, semoga lancar terus rezekinya. aamiin🙏",1
SITUS HOKI PALING CENGLI Kamu Ingin pendapatan extra tp gak mau kerja?join ajang bergengsi game online berhadiah JUTAAN RUPIAH!!Kapan lagi main game bisa dapet duit? DAFTAR GRATIS .WA : +6281313492133 https://t.co/HTIQ1CgasG,0
Dicari Kepala Depatemen Teknik Di Bromo Park Hotel Probolinggo https://t.co/TPUVFJq9qr #BromoPark #HotelProbolinggo #info-kerja #LowonganKerja,1
inget bgt wkt itu hari minggu plg main tbtb mmh blg kuliah bakal di liburin. ga percaya palingan itu di jkt doang. bsknya senin ngampus di umumin online 1 smstr. anak cowo marah2 mau belajar gmn kl 1 smstr bljr di rmh. skrng tau2 udah lulus aja kita😢 https://t.co/e5MsFcHzdK,0
"@CWRawakadang 2. Germas (gerakan masyarakat hidup sehat) dan 5M muali diterapkan di kehidupan bermasyarakat
3. Serba online, mulai dari sekolah online, work from home, meeting online menjadi budaya baru di masyarakat.
4. Saling tolong menolong antar warga menjadi meningkat.",1
"@Haziqmahmur9 1.kelas model/grooming /lakonan /host/nyanyian 
2. Menulis Novel /Skrip
3. Jadi Content Creator 
4. Ambil upah editing video utk Youtube member 
5. Bisness Online ✌️",1
"Baru kepikiran.
Ga sia2 hari Jumat berangkat padahal harusnya jatah WFH. Di kantor dipuji2 mulu nyahaha",0
H-1 kuliah online udah mulai overthingking 🙂,0
"-11fess Minta bantuan temen temen buat ngisi
[Survei Tentang Efektivitas Pembelajaran Daring]

Note : pengisian kuesioner diperbolehkan menggunakan nama samaran
Syarat responden : Mahasiswa UNS angkatan 2016-2019 

linknya aku drop dibawah yaa, terimakasii sehat selalu ✨",1
What are some challenges you think the next generation will face? — susah dapat kerja 🧎🏻‍♀️ semua benda nak online sekarang :( https://t.co/ILtBWzoj4L,0
Dah mula rasa bosan WFH ni. Produktiviti pun macam menurun dah ni. Rasa macam nak minta bos masuk ofis sekali seminggu ke.,0
Hari ni wfh gada jadwal jaga spt juga (re: libur) dan semoga minggu dpn masi ttp di eksten cz bapak penilai bilang minggu depan kita akan sibuk wp pd balikin spop 🤲,1
"@cihuuw @Askrlfess nambahin, kalo nomer ortumu ada dipake buat layanan perbankan tetep harus ke grapari nder, nggak bisa online https://t.co/UzQlwBpbi7",1
Partner sejati Online shop kamu. Kirim barang Ga Perlu  antri Tinggal hubungi Layanan Pickup Service kami.,1
"Yuk semangat yuk buat aku dan kamu semua para pejuang. Pejuang sekolah online, pejuang PTN, pejuang kerja, pejuang nyari jodoh, pejuang kepekaan apalagi wgwgwg

Ingat! Semuanya gk bisa dipaksain harus terjadi, karena smua udh ada yg atur. Tp jangan lupa keep hard work n be happy",1
"#jeniuscocreate adalah komunitas yang lahir dari semangat kokreasi Jenius dan penggunanya. Sebagai Jenius Co.Creators kamu bisa saling berbagi ilmu, ide, inspirasi dan ikutan beragam kelas online tanpa dipungut biaya. Yuk, mulai berkokreasi di https://t.co/BcCwq8qcaJ sekarang!",1
"Selamat siang warga Kabupaten Klaten, silahkan bagi yang berminat atau membutuhkan lowongan kerja, pendaftaran secara online. https://t.co/aj4mWrErxm",1
"Tksu/Suk dengan ketua pegawai pejabat kementerian terkinja kinja potong queue vaccine . Kerja rotate wfh , kalau kerja itu pun half day 🖕",0
Haritu suruh wfh harini tanya kenapa cuti tak bagitahu. Haaaa tolol,0
"Sudah setahun ini yaa pandemi covid-19 belum juga berakhir. Tenang, meski ada beberapa yang masih WFH, selalu jaga spirit sambil tetap berkarya dan terus menjalankan protokol kesehatan. Yuk lebih produktif dan realisasikan target yang belum terwujud. https://t.co/shpiAqAZpI",1
MAN 1 MUARA ENIM: Guru BK Berikan Layanan Informasi Kuliah Melalui Daring (Mys) https://t.co/4PRGxH7iwW lewat @tealdit,1
"@_aurorawrr hai araaaa ! jangan lupa sarapan ya biar ngga lemes pas daring nanti !! eh ada kelas ngga nanti ?? hmm pokoknya semangat ya, semoga harimu menyenangkan !! ❤❤ https://t.co/0KP82OvLQG",1
"@munconvo Ini status wa adikku, kelas 5sd. Sebelumnya cuma kata Wibu pakai simbol hati warna biru. Tiap malam dia minta hotspot Bapak buat streaming Naruto atau gak buka TikTok. Jujur padahal dulu anaknya produktif lebih suka gambar. Tapi kalau kata Ibu ini bukan akibat sekolah online https://t.co/RDjDLWWWpU",1
@taktekbum Nggak.soalnya udah dirumahkan dulu beberapa sebelumnya.,1
nampaknya gugel tau apa yang kurasakan tiap kelas online😭 https://t.co/owCk9P47qT,0
"target pembangunan Zona Integritas menuju Wilayah Birokrasi Bersih Melayani, kedisiplinan pegawai dalam melaksanakan Work from Office dan Work From Home dan juga protokol kesehatan yang mutlak dilaksanakan.",1
selamat pagi.. semangat kuliah online,1
"@catmaniac97 Ada benarnya, memang harus hemat kuota karena minggu depan sudah ✨Kuliah Daring✨",0
@preciousowon1 Kan lagi pandemi rea. Mumpung wfh bisa gondrong,0
"@Diarynakalvideo @DiaryNakal Situs Judi Online Terbaik
Itupoker - Situs Judi Kartu Online Terbesar dan Terpercaya di Indonesia

* BONUS CASHBACK 0.3%
* BONUS REFERRAL 20% SEUMUR HIDUP
* LAYANAN CUSTOMER SERVICE 24 JAM
* PRESENTASE KEMENANGAN PALING TINGGI

Pusat Bantuan ituPoker
https://t.co/895JlukUyu",0
"Pas dosennya ngabsen ketiduran
Pas dosennya ngga ngabsen tepat waktu

Gini amat kuliah online",0
"@txtdarionlshop Hai, kebetulan gw jual custom mousepad nih. Cocok banget buat kalian, yg lagi sekolah online or lagi kerja, biar kerjaan kalian produktif.

Oh ya berlaku hari ini, gw kasih harga menjadi 45rb aja ✌😁

Langsung di order cuy :) (dm me for order) https://t.co/qKk7o2rbXj",1
"Kalo kuliah online disingkat kulon, maka kuliah umum disingkat kulum? Bener ya?",1
@NaeimulH Tapi kelas online lagi bnyk hw dho 😭😭,1
"@DirtyJulian WFH dan gaming pakai JBL T110

Harga 100rb, ngebas, kedap suara, output mic gak kayak robot. https://t.co/pDbNR9C8VI",1
heh ini gimana ceritanya mentang mentang daring temen kelas pada falling in love😭😭😭,0
"Jika spp jadi ppt
Kuliah daring jadi harga miring dong
Pak buk, wifi kampus lo wes ga tak gae, fasilitase yo gak tak utek utek.  moso iyo umm kalah b gofood sg akeh diskon e :(
@UMMfess menurutmu yopo min :(
#ALIANSIMAHASISWABERGERAK 
#umm
#universitasmakinmahal https://t.co/Jn5MG4FUuz",0
melakukan kerja/pembelajaran online. Duduk di depan komputer berjam-jam dengan posisi/kebiasaan duduk yang tidak baik.,0
"@takhulahm Mohon maaf, hashtag #kodeverifikasi hanya diperuntukkan untuk layanan bantuan mendapatkan kode verifikasi pelaporan SPT melalui e-Filing dan e-Form Kak, bukan untuk permasalahan login ke DJP Online atau e-registration.
(2/2)

Tks*Ddin",1
"@danielbatiz80 @mayoraji81 @Baronan96 @Dennysiregar7 Coba lu cek ig nya pak anies, jgn cuman gede congor doang.. anak lu dpt sekolah gratis wajar org sekolahnya online atau karena beasiswa? Klo sekolah udh gratis, mungkin gw kuliah juga bisa gratis...",1
"pengen wfh lagi, kangen masak kalo lg istirahat:"") hiks",1
"@subtanyarl Kalo mau kerja di luar rumah jangan dulu nder kamu masih underage wajar kalo orang tua ga bolehin kamu, lebih baiknya jualan online aja dirumah",0
Setelah di pikir pikir selama sekolah online baru terasa kalo gua gak guna sekolah kgk kerja kgk apa cuma gua yg punya pikiran seperti itu?,0
Bucin! Adain blind date lg plis :( asli bermanfaat banget bisa dapet temen beda fakultas yang ternyata sefrekuensi di tengah kuliah online,1
Terus ya minggu depan shinee comeback dan aku full wfh dong... betapa bahagia nya🥺 TAPI TAKUT MALAH GAK KERJA DEH WQWQ,0
"Hari ini drama bgt.
1. Ribut gara"" kelas pengganti
2. Gagal daring kelas pengganti ini gara"" eror
3. Mau diganti pake live ig ehh tu ig diprivate
4. Gue tunggu kapan pastinya bakal live ga di bales dan berakhir dengan tertinggal live ig 🙂

like wt* ! what do I waiting for? https://t.co/n59zjbW16i",0
"@urlovelysinner astaga, mangkanya kok tumben ga bareng😂 aku lagi persiapan kuliah daring lagi buat besok😭",1
"@collegemenfess Sulit sih kalau kuliahnya online mungkin aja sih kedepan, dan butuh beberapa proses penyesuaian bener kata temen2 ane aje yg kerja sambil kuliah nggak double2 susah untuk konsiten",0
"@DisdukcapilBdg selamat malam, pak untuk validasi ulang data diri saya harus kemana? Ke kantor disduk atau bisa ke layanan online?",1
"Kuliah online, presensi aman, tugas2 hingga uts-uas mengumpulkan, tapi nilai masih aja dpt E.
Iki seng gblk mahasiswa e opo anu e -,-",0
"@LINOLOKALAN belomm kak, aku ga sempet sarapan tadi udah keburu kelas 😭, iyaa ini masih daring hehe, kaka gada kelas kah?",1
"[cm] aku skrg smt 6, baru krs tadi dan ambil full 24 sks. 
kalau maret awal sampai april awal (kira² sebulan) aku ambil magang. 
magangnya campur sih wfo n wfh. 

kira² aku bisa ga ya bagi waktu??
kecapekan ngga ya kira2 itu?

makasihh yg udah mau bantuin kasiii masukan 🌻🙏🏻",1
"Semua orang WFH, tapi I kena kerja kat ofis pulak 😖. Sob sob. Rasa macam nak nangis 😭. Takut weh nak pergi mana-mana 😬, tapi apa boleh buatkan. #AiskrimKitkatGold je jadi peneman I, rasa rileks sikit. Yang dah rasa tu kita geng! Sedapkan gilerkan? 😋😋",0
"Speaker Terbaru Sharp Bikin WFH Makin Mantap, Harga Rp1,6 Juta https://t.co/NW35brHm9a",1
"@aadounpoegenep kenapa dosen2 dimasa daring ini banyak (gasemua) yang menyebalkan? tugas makin rumit, banyak, dan kuliah yang sembarangan maen pindah2 jam :(( ditambah tugas yang selalu melibatkan uang😭",0
"Maksud gw nih ya, apalagi kalo udah punya tim admin tapi masih slow response tuh... kayak... apa ya excusenya? 😬 Gw ngadmin online shop sendirian + WFH dan tentunya notif kantor senantiasa muncul + masih bisa nyampah di sini tuh agak hebat juga kalo dipikir2.",1
"“Apa rahsia kulit putih?”
“Dah WFH hari hari memang lah putih”",1
"@CWRawakadang bismillah, semoga aku terpilih lumayan banget buat kuliah daring di semester ini karena bulan ini blm ada subsidi pulsa dari kampus dan rumahku jg blm ada wifi. semoga rezeki aku, aamiin
#PendidikanMencerdaskanBangsa",1
"permasalahan anak kelas 12 : mau tidur aja masih mikirin tugas tugas, uprak, uh, to online.  asw",0
"Guru bhs arab gw rajin bner ngasih tugas mentang"" daring biasa nya klo dii kelas aja jarang masuk anjir😭",0
@vtaesyy_ semangat daring/kuliah/kerja 💗,1
"@mshn181 @ANTlKETOMBE @SadBoisCats @hrdbacot Jadi keinget pkl kemaren gk dikasih apa"" untung si wfh dan kebanyakan nganggurnya, dari pada temen saya ke kantor depok mangga dua tiap hari gk dikasih makan siang atau intensif buat transport kek gk.",1
[cm] ada gak yg pengen kuliah online terus??,0
WFH selama setahun bener bener bikin kehilangan semangat dan ambisi😢,0
"#pijatpanggilanbandung
olivia spa panggilan bandung melayani berbagai macam layanan pijat seperti pijat tradisional,pijat refleksi,facial massage dan pijat lulur
Pijat panggilan bandung – Olivia Pijat, adalah 082320052929 Massage/Spa/Pijat PAnggilan Bandung Online 24 Jam https://t.co/Sex1P2Z1sG",1
@hrdbacot Dibalik orang-orang yang ngeluh bosen kerja WFH terdapat orang-orang yang bosen apply cari kerja dan gak dapet-dapet kerja.,1
"Serba salah kuliah online... Mau ngeluh, tapi bingung... Mau komplain, ga didengar... Belum rejeki emang ☹️ (tolong bapak ibu dosen, kalo ngasih tugas juga tanyain kondisi mental health anak didiknya please) 🥺",0
"@subtanyarl sebelum pandemi 49 dan sekarang setelah kuliah daring, kerjaan deket jadi 68 kg heeeey",0
"@officialacheyy_ Pkp bersiri
Nak buat apa la ni
Belajar trade sendiri
Dari rumah buat gaji usd

✅register free
✅kelas online free
✅E-video free
✅E-book free

Sertai icm-rtc
Dapat signal free
Dapat support group discustion lagi

Apa lagi
https://t.co/UlfbwD6OHW
https://t.co/GaCvG8zbnA",1
"@Askrlfess tapi jujur ya, sebenernya tugas itu yang bikin sekolah-kuliah online ini ada gunanya. soalnya udah mumet dan susah nanya pas dosen/guru ngajarin di zoom, ya di tugas doang tempatnya bisa ngembangin materi yang diajarin. 

selama 2 semester kemaren yang ngebantu gue di mata",1
"So, katakan selamat tinggal pada kegiatan pengembangan kompetensi online yang bertabrakan dengan jadwal rapat, CITO, dan rutinitas kerja. Tidak ada lagi kata mendua -atau bahkan mentiga, saat ingin mengikuti pengembangan kompetensi dan mendapatkan JP",0
"@armydiaryfess Ukt pembayaran sampek kpan nder? Trus krs terakhir war kpan? Krs nya online apa nggk? Jgn panik ya sender, semua pasti ada jalannya kok, ada kemudahan nanti dibalik kesulitan asalkan kita tetep optimis, dpt kelas akhir2 mnurutku nggk papa kok asal dpt kelas aja",1
"Alhamdulillah finally dapat kerja 😭
Rezeki mmg xkan salah alamat kalau buang rasa malu @ lari dari iv online! 😭😢",1
@flowerxbom @txtdaridreamzen kulon tuh kuliah online😭👍🏻,1
"Cuma pengen isolasi yaAllah abis kontak sama 3 staff (+)
Besok jadwal wfh juga masih aja disuruh masuk.
Bodo amat kalo aing kena terus nularin, ga ada toleransi nya banget sama karyawan 😭",0
"48. Waktu kuliah online kemarin, kayaknya lebih dari 50% waktu kuliah gw gak perhatiin, gw tinggal gitu aja. Muncul cuma waktu absen dan sering ketiduran. Padahal dosennya baik-baik, maafkan aku Pak Dosen 🙏.",0
"Memang susah weh WFH 😪! Belum start kerja lagi orang rumah dah suruh pergi kedai beli barang dapur, itu belum lagi kucing duk lepak atas keyboard 😹 hahaha , menduga betul! Nasib baik ada #AiskrimKitkatGold, dapat la merasa #TheGoldenBreak .",0
"Baru kelar kelas online. Ketinggalan meanplan. Mana Plan lucu bngettt ituuuu 😭😭😭
#Mistine蜜丝婷xMeanPlan",0
"untuk kegiatan lain. Aku tau dan aku paham, bapak ibu dosen yang mungkin sudah mulai pudar rasa percayanya kepada mahasiswa karena banyak yang menggampangkan kuliah online tapi bukan berati dosen lantas memberi tekanan yang tidak semestinya kepada mahasiswa. Kenapa kampus (cont)",0
"BANDAR BESAR KARTU ONLINE INDONESIA!
- Dengan minimal Deposit hanya Rp 20.000,-
- Layanan 24jam tanpa batasan
- Melayani deposite via PULSA, OVO, GOPAY, DANA
WA : +6282142658476 https://t.co/XVYgaOZZnm",1
"Gimana gak makin puas dengan layanan BPJS Kesehatan? Makin banyak inovasi loh. Salah satunya ada layanan Mobile JKN yg mempermudah antrian https://t.co/UbOYS79u2s
#BPJSKesehatan #BPJSMelayani
#GotongRoyongSemuaTertolong #JKNHadirUntukRakyat https://t.co/A4IrckX2x4",1
"@_rodahidup @malaymail @tokmatn9 @MuhyiddinYassin @RadziJidin @Khairykj Kalau sebelum ni sessi 7.30 am sampai 12.30 dicadangkan ia dipendekkan kepada 7.30 - 10.00 am. Selebihnya secara DidikTV dan Online. Kita kena fikir kaedah pembelajaran skrg yg baru sesuai dgn perkembangan zaman., dan teknologi online",1
"sekarang lebih waspada ke panggilan masuk khususnya nomor baru

pasti aneh-aneh kalau ga pinjaman online nawarin jasa atau senior di organisasi waktu jaman kuliah minta-minta tf 🤦🏽‍♂️",0
@FirstMediaCares internet di tempat saya kenapa mati? Saya lagi WFH jadi terganggu..,0
mending yg mana ? untuk pembelajaran sem 6 insyallah masih full daring. Makasih yg udh jawab ❤,1
"@seryscky: ""aku yang kerja aja pengen wfh kok bisabisanya kamu malah excited bgt mau wfo"" 
.
.
😀😀😀😆😆 https://t.co/54iSbVCqtI",1
Ngeliat ig stories setahun yg lalu garai kangen kuliah offline :( tapi enak online se ipk munggah :(,1
"@ErsaTriWahyuni kuliah daring rasanya nambahin beratnya bu, apalagi kalo kondisi rumah yang kurang mendukung. rasanya cape pengen berhenti tapi sayang:')",0
"Kelas kosong pas kuliah online
❌ Kita yg seneng
✅ Emak"" yg seneng krna ada yg bantuin😭😭",1
"Masih berduka &amp; patah hati atas kejadian ini. Terlebih respon dr tmpt suami kerja,tidak ada kompensasi pengganti &amp; malah dirumahkan. YaaAllah kuatkan hati kami menghadapi musibah ini 😭💔🙏 https://t.co/a13yx0f5iS",0
"@collegemenfess gakerasa sama sekali, offline cuma sampe uts, uts juga baru seminggu. kuliah online masih adaptasi jadi ribet dan chaos apalagi praktikumnya, jadi gaada matkul yg nempel tapi IPK tinggi bat keknya dosennya kasian kita tbtb online :)",0
"Semangat belajar daring ya Sob, alhamdulilah kuota belajar @smartfrenworld selalu siap mendukung pembelajaran jarak jauh masyarakat Indonesia. 
#KuotaBelajar
#UnlimitedBisaSemua",1
SITUS HOKI PALING CENGLI Kamu Ingin pendapatan extra tp gak mau kerja?join ajang bergengsi game online berhadiah JUTAAN RUPIAH!!Kapan lagi main game bisa dapet duit? DAFTAR GRATIS .WA : +6281313492133 https://t.co/f6pAwwVvWS,0
"Open PO Lenticular Make A Wish , From Home , Work it , Misfit by @NCT_lenticular 

💰150.000 | dp 100.000 

✅ems tax 
✅ada go 
✅bisa pilih unit 

Nb : ak buka sharing yaa kalo ada yg mau join gonya bisa dm! https://t.co/NyC9TwlzsC",1
"(cont. ) kalau ga semua yang online, kalian yang pasif itu bikin anggota kelompok kalian jadi harus ‘kerja’ lebih ekstra buat nutupin kekurangan orang yang pasif. kecuali kalau ada izin ke kelompoknya atau ke base.",1
@maszlee Guru dikerah tenaga cukup2 tanpa diberi pakej Data Internet yg berpatutan siang dan malam buat persediaan utk online kelas besoknya,0
Analisis Efek Kuliah Online Terhadap Dinamika Kemahasiswaan,1
@bangunkaget Saya menyediakan layanan santet online,0
"@zwolftenaugust - LOWONGAN KERJA. -

✓ bisnis konsultan
✓ market analis
✓ asisten manager

  [ Bisa tes dan training secara online ]

More info :
✓ig : @amelieputri
✓line : ameliaherdiani9
✓wa : 085156556981",1
"Untuk mendukung #WFH siapkan semua peralatan pekerjaanmu. Kalau peralatan pekerjaanmu lengkap, kerja juga semakin nyaman dan semangat. Custom mousepad tanpa minimum quantity secara online lewat https://t.co/bbBtcFeOH6 @onlineprintofficial⁣

#CustomMousepad #MousePadCustom https://t.co/zaK4QZA0vM",1
"@taeilkedondong kalo online cuma kuis, nonton video praktikum, isi lembar kerja, terus diskusi sama asisten lab😅 tapi pas offline 6 jam ga kerasa sih malah kayak kurang waktunya😁😁😁👍",1
pngen WFH aja deh 🥺🥺,1
kuliah umum mau luring mau daring tep aja ngantuk,1
"Jebul kuliah online rapenak, metu wae yo",0
"Klo ngsih pembelajaran banyak ke anak tuh apalagi daring hmm ngerasa bersalah kek kasian tp mau gmna lg :"" smga cpt membaik supaya bisa sekolah normal lg",0
"Letusan Kelud, 14 Februari 2014?
Semester terakhir di UINSK, skripsian nyambi kerja jadi online marketer di brand fashion cowok yg kantornya dekat Janti. Bangun jam 5 pagi tapi langit timur merah jingga, turun abu lembut sepanjang hari. Sesek di dada, jarak pandang cuma 5m. https://t.co/SyTymVPKmt",1
"@90sflfzz @haepeellyy Aku gatau gimana sistem daring buat anak sekolah, tp yg aku rasain waktu kuliah online bener² sibuk apalagi ditambah skripsian, skrng udh beres pun masih ada urusan lainnya. Fangirling menurutku itu ngehilangin stress di real life karena banyak pikiran🤧",0
"Selama kuliah online hampir ga pernah ngerjain tugas H-1, biasanya kalo ada tugas langsung dikerjain. Eh minggu ini ada banyak hal yg harus dilakukan, ngerjain H-1 bikin panik banget dan merasa tertekan. Semoga nanti engga lagi ngerasain kerja di bawah tekanan😭",1
"@AREAJULID heh malih, kau pikir kuliah lagi pandemi gini gampang? jgn ngadi ngadi lu ini, kuliah online tapi tetep bayar uang kuliah dan kau bilang main2 jalur giveaway? kau blm aja ngerasain gmna susah nyari sinyal untuk zoom/meet",0
"gapapa kuliah masih daring

asalkan kampus boleh dibuka sekedar sarana melepas rindu kpd suasana di dalamnya

🌟 solusi konkrit
= bikin sistem manajemen pengaturan massa umum masuk ke dlm kampus yg sesuai protokol kesehatan &amp; tentunya dpt melahirkan pundi2 uang -&gt; ada tiket h3h3 https://t.co/L141ebrBsc",1
"berdoa agar dijauhkan dari rasa kantuk yang berlebihan selama kuliah online di semester berikutnya

aamiin https://t.co/gDfPGncl7D",1
"dosenku yang kuliah offline suaranya kecil, pas online auto jernih suaranya 😭 [cm]",1
"@tapidimas Absen kelas online, chatan/telfon sama temen, bikin/buat sw🙃",1
@archzazazu Hi Bapak Arie. Mohon info keterangan kegagalan dalam mengakses layanan mandiri online tersebut. Tks~Rere,1
"Aduuuh bingung mulai dr mana, byk yg harus dikerjain
WFH wjdguabsy",0
"Setelah sekian abad WFH(padahal cuma sebulan lebih hampir 2bulan) masuk kantor agak shock ngeliat meja penuh dengan kertas"" dan jadi agak kagok gitu kayak anak baru masuk kerja😂🤣",1
Enak banget WFH perkara hujan 😁😁😁,1
"@LynRadityawan @adies__ Syukur atuh
Masih wfh ga",1
"Tahun lalu ada, KMOBB, Kelas Menulis Online Bernard Batubara, webinar.

Tahun ini belum diadakan lagi.

Pesan aja Modul Latihan Menulis Bernard Batubara ya!

Isinya sama dengan yang saya share di KMOBB tahun lalu.

Pesan ke wa ini ya &gt;&gt; https://t.co/vdW7BQTh8M https://t.co/cP4GHnr8tF",1
"@subtanyarl temen online si, jujur doi baik banget, tapi agak gitu, baiknya kesemua cewe tapi, beda tiga taun rasa seumuran, soalnya doi gasuka dipanggil kak, deket sama ade gue asdfghjkl, sekarang doi udah sibuk kerja yaudadeh",0
Sebagai org yg gampang bgt ketiduran kyk gw tuh sore2 ujan gini dan WFH bener2 ujiaaaaan bangett🥲🥲🥲🥲🥲,0
@biasfess The Boyz (pakai baju sekolah yang di MV Christmassy) tiba² nyelonong masuk ke kelas (offline/langsung) waktu dimarahi guru matematika minat karena banyak yg nggak kerjakan tugas waktu daring 😅,1
"@tegalfess Kalo kantor di gajahmada
Nek pan online coba mensen @.BiznetHome",1
"""Jangan lupa potong rambut, bentar lagi kuliah.""

""Kan daring.""

😒 https://t.co/irw78OZhcb",1
"@SWIESIONG Hallo Kak Henny, keluhan layanan Internet di nomor tiket IN 91 04 49 17 saat ini sudah kami lakukan perbaikan dan status jaringan Online. Apakah koneksi Internet di lokasi berfungsi normal serta stabil ? Terima kasih",1
SITUS HOKI PALING CENGLI Kamu Ingin pendapatan extra tp gak mau kerja?join ajang bergengsi game online berhadiah JUTAAN RUPIAH!!Kapan lagi main game bisa dapet duit? DAFTAR GRATIS .WA : +6281313492133 https://t.co/yDCcfCwCwd,0
"@collegemenfess engga, aku maba dan dari awal sampe sekarang masih daring. anak kelas ngerjain uts uas pada bareng bareng, sering nongkrong sana sini, gue yg dari awal sampe sekarang cuma di rumah, alias ga punya circle bodo amat anjirrr",1
"Melakukan pembatasan tempat kerja dengan work from home (WFH) sejumlah 50 persen dan yang datang langsung ke kantor 50 persen. Lalu, seluruh kegiatan belajar mengajar dilakukan secara daring.

-----

Kayaknya bakal berubah lagi nih shift2an kantor 🤔 https://t.co/RCq3NPeJ8j",0
